site_id,country,latitude,longitude,As_ugL,Pb_ugL,Cd_ugL,Cr_ugL,Hg_ugL,HPI,HEI,MI,risk_category,water_safe
S1650,Nigeria,10.003,5.4094,24.942,12.753,3.312,60.37,2.469,171.0,8.55,2.49,Critical,No
S1651,Nigeria,6.4094,3.0285,12.119,23.547,5.748,76.97,1.455,169.54,8.48,2.35,Critical,No
S1652,Nigeria,10.1658,13.2389,12.578,18.026,5.88,40.822,1.931,155.36,7.77,1.96,Critical,No
S1653,Nigeria,6.6007,13.1403,14.146,20.601,3.886,86.91,1.164,153.44,7.67,2.06,Critical,No
S1654,Nigeria,0.2067,13.9194,20.771,11.724,5.316,56.408,1.133,145.65,7.28,2.08,Critical,No
S1655,Nigeria,11.8711,7.4053,20.838,8.183,4.668,82.121,0.918,140.37,7.02,2.08,Critical,No
S1657,Nigeria,8.5348,11.5654,21.177,3.74,3.552,81.658,0.568,117.54,5.88,2.12,Critical,No
S1658,Nigeria,13.6181,9.3111,20.785,3.6,4.815,76.634,1.979,151.1,7.56,2.08,Critical,No
S1659,Nigeria,9.2146,5.941,19.905,14.096,4.348,11.96,0.835,118.47,5.92,1.99,Critical,No
S1660,Nigeria,6.8534,9.6124,18.3,21.549,6.355,64.188,1.116,170.06,8.5,2.15,Critical,No
S1661,Nigeria,10.6538,4.9996,19.666,15.065,7.047,74.593,1.128,168.84,8.44,2.35,Critical,No
S1662,Nigeria,4.798,6.5447,12.153,17.023,5.916,49.537,1.793,153.47,7.67,1.97,Critical,No
S1663,Nigeria,8.5074,2.3344,19.75,17.093,4.689,113.904,0.202,154.55,7.73,2.28,Critical,No
S1664,Nigeria,13.1811,3.0647,18.696,10.123,6.746,97.281,1.816,177.84,8.89,2.25,Critical,No
S1665,Nigeria,14.2674,6.0707,6.768,22.362,5.544,48.161,1.576,146.0,7.3,2.24,Critical,No
S1666,Nigeria,7.8291,11.2923,2.214,14.955,3.439,98.403,1.821,133.05,6.65,1.97,Critical,No
S1668,Nigeria,9.5808,3.6799,12.725,15.423,5.972,44.511,1.932,152.55,7.63,1.99,Critical,No
S1669,Nigeria,8.2045,-1.8982,15.429,16.495,5.929,72.098,1.435,160.91,8.05,1.98,Critical,No
S1670,Nigeria,11.933,7.6488,19.838,20.055,5.642,24.478,2.472,176.63,8.83,2.47,Critical,No
S1671,Nigeria,9.3316,3.5667,19.03,20.151,6.975,67.772,1.471,181.39,9.07,2.32,Critical,No
S1672,Nigeria,7.0046,11.8818,22.957,8.415,6.021,73.11,1.352,159.17,7.96,2.3,Critical,No
S1673,Nigeria,9.6916,5.6759,4.764,17.834,2.769,91.972,1.669,133.82,6.69,1.84,Critical,No
S1674,Nigeria,9.4483,6.1559,21.742,11.45,4.147,46.099,1.815,148.77,7.44,2.17,Critical,No
S1675,Nigeria,10.8189,11.8899,8.308,16.355,7.478,64.863,1.338,151.88,7.59,2.49,Critical,No
S1676,Nigeria,8.4117,9.7933,21.695,14.742,5.003,97.157,1.352,172.13,8.61,2.17,Critical,No
S1677,Nigeria,11.8599,9.5631,12.609,24.514,3.218,72.965,2.311,171.11,8.56,2.45,Critical,No
S1678,Nigeria,13.3903,9.0962,22.604,8.751,1.059,73.35,0.91,117.31,5.87,2.26,Critical,No
S1679,Nigeria,11.5805,6.0241,8.137,24.231,6.142,57.771,2.115,171.09,8.55,2.42,Critical,No
S1680,Nigeria,11.0821,1.682,19.117,3.778,4.613,54.673,1.423,126.87,6.34,1.91,Critical,No
S1681,Nigeria,11.3371,10.6853,10.939,17.005,6.213,112.319,0.826,158.76,7.94,2.25,Critical,No
S1682,Nigeria,6.4069,10.765,18.687,13.38,2.943,20.8,1.345,118.97,5.95,1.87,Critical,No
S1683,Nigeria,9.9545,9.2409,17.021,20.066,2.837,68.748,2.281,166.21,8.31,2.28,Critical,No
S1685,Nigeria,11.3809,5.3825,21.556,20.17,4.229,47.817,2.463,180.03,9.0,2.46,Critical,No
S1686,Nigeria,13.1129,0.7942,12.752,16.195,5.062,91.331,1.018,148.53,7.43,1.83,Critical,No
S1687,Nigeria,10.2991,8.9397,15.043,16.875,5.916,28.455,1.264,139.94,7.0,1.97,Critical,No
S1688,Nigeria,5.7795,11.5401,21.857,22.773,0.965,47.651,2.313,161.01,8.05,2.31,Critical,No
S1689,Nigeria,7.6756,10.68,13.773,15.239,3.607,88.839,0.952,136.65,6.83,1.78,Critical,No
S1690,Nigeria,8.7352,7.3887,15.536,20.41,4.168,80.978,2.434,180.75,9.04,2.43,Critical,No
S1691,Nigeria,6.0749,10.2733,2.68,13.436,6.988,122.636,1.211,152.09,7.6,2.45,Critical,No
S1693,Nigeria,6.959,7.453,21.816,12.008,2.631,103.924,0.629,139.34,6.97,2.18,Critical,No
S1694,Nigeria,6.0274,6.18,16.773,8.74,5.32,103.247,1.19,151.59,7.58,2.06,Critical,No
S1695,Nigeria,9.7674,9.8752,15.446,20.675,7.091,64.94,1.507,175.63,8.78,2.36,Critical,No
S1696,Nigeria,5.5941,7.2146,15.98,21.588,3.243,106.835,1.984,179.17,8.96,2.16,Critical,No
S1697,Nigeria,11.2138,6.0656,9.432,4.515,4.948,103.304,1.496,132.12,6.61,2.07,Critical,No
S1698,Nigeria,3.7276,13.1721,18.153,11.279,2.673,64.492,1.023,122.94,6.15,1.82,Critical,No
S1699,Nigeria,10.432,11.0939,15.793,22.123,5.98,89.975,0.379,159.27,7.96,2.21,Critical,No
S1700,Nigeria,9.6195,8.2677,24.372,18.313,1.027,96.811,0.885,148.64,7.43,2.44,Critical,No
S1701,Nigeria,7.7869,7.4734,9.271,11.026,4.041,54.777,1.97,128.84,6.44,1.97,Critical,No
S1702,Nigeria,11.1476,8.5112,11.885,2.279,3.59,62.09,1.58,108.7,5.43,1.58,Critical,No
S1703,Nigeria,6.5176,4.8682,18.431,19.471,4.271,78.613,1.576,167.24,8.36,1.95,Critical,No
S1704,Nigeria,6.097,7.0902,3.579,11.14,5.814,122.648,1.198,141.22,7.06,2.45,Critical,No
S1705,Nigeria,11.1826,5.1008,5.041,18.915,4.297,85.358,2.155,153.8,7.69,2.15,Critical,No
S1706,Nigeria,8.549,6.1735,16.288,22.751,6.393,90.834,0.32,163.43,8.17,2.28,Critical,No
S1707,Nigeria,12.0234,6.5974,14.229,15.471,7.379,113.299,2.189,197.69,9.88,2.46,Critical,No
S1708,Nigeria,4.632,6.7784,9.191,24.836,4.069,105.364,0.824,153.81,7.69,2.48,Critical,No
S1709,Nigeria,5.8636,5.0098,21.479,21.245,3.638,59.849,1.458,162.8,8.14,2.15,Critical,No
S1710,Nigeria,12.4318,6.7466,13.666,6.741,5.325,111.348,1.688,154.61,7.73,2.23,Critical,No
S1711,Nigeria,3.8783,11.3969,15.892,14.88,5.427,106.885,1.249,165.46,8.27,2.14,Critical,No
S1712,Nigeria,9.8235,7.4512,18.878,11.725,6.958,75.743,2.111,180.11,9.01,2.32,Critical,No
S1713,Nigeria,11.6379,8.1179,13.541,20.048,1.866,64.93,0.868,122.95,6.15,2.0,Critical,No
S1714,Nigeria,6.4456,12.2285,11.662,22.164,3.688,120.676,0.806,156.63,7.83,2.41,Critical,No
S1715,Nigeria,6.8152,9.1722,24.743,16.513,6.983,64.29,2.091,196.6,9.83,2.47,Critical,No
S1716,Nigeria,5.0263,9.5394,19.07,14.084,4.179,42.867,2.448,160.27,8.01,2.45,Critical,No
S1717,Nigeria,7.6134,2.8359,9.071,17.666,2.975,85.069,1.395,135.23,6.76,1.77,Critical,No
S1718,Nigeria,11.0529,8.4861,22.564,22.05,3.687,65.83,2.482,189.78,9.49,2.48,Critical,No
S1719,Nigeria,8.5855,8.0098,14.376,15.075,4.637,87.327,2.256,169.87,8.49,2.26,Critical,No
S1720,Nigeria,9.7813,11.8115,13.109,14.139,3.577,88.868,0.879,131.47,6.57,1.78,Critical,No
S1721,Nigeria,6.0156,7.5017,15.086,18.592,4.18,100.287,1.525,165.84,8.29,2.01,Critical,No
S1722,Nigeria,14.0973,9.8871,15.09,20.301,4.957,57.704,2.412,175.15,8.76,2.41,Critical,No
S1724,Nigeria,12.614,7.671,18.357,13.041,0.887,62.758,1.94,132.61,6.63,1.94,Critical,No
S1725,Nigeria,7.127,8.8092,10.502,23.672,7.341,97.444,1.859,193.45,9.67,2.45,Critical,No
S1726,Nigeria,2.3481,10.5537,15.523,10.183,2.724,50.075,2.315,135.9,6.8,2.31,Critical,No
S1727,Nigeria,8.0588,5.0377,9.97,8.885,6.514,91.539,1.385,145.45,7.27,2.17,Critical,No
S1728,Nigeria,12.7566,7.8183,13.406,20.777,3.571,24.888,2.029,142.71,7.14,2.08,Critical,No
S1729,Nigeria,7.9435,7.7884,18.249,15.36,2.729,76.237,1.898,153.87,7.69,1.9,Critical,No
S1730,Nigeria,7.0187,5.6616,11.042,24.905,5.494,66.569,2.447,184.09,9.2,2.49,Critical,No
S1731,Nigeria,11.92,5.7321,10.252,21.922,7.382,119.621,1.218,185.77,9.29,2.46,Critical,No
S1732,Nigeria,4.9265,6.8908,15.202,9.206,2.491,34.118,0.838,95.83,4.79,1.52,Moderate,Borderline
S1733,Nigeria,11.0552,9.9729,8.583,23.614,1.443,74.797,1.487,133.67,6.68,2.36,Critical,No
S1734,Nigeria,13.2901,8.6031,18.377,19.571,4.246,100.529,0.822,160.85,8.04,2.01,Critical,No
S1735,Nigeria,9.4387,9.7739,21.31,16.456,6.603,68.571,1.569,178.36,8.92,2.2,Critical,No
S1737,Nigeria,7.6579,10.556,24.388,14.68,2.484,110.523,1.419,167.29,8.36,2.44,Critical,No
S1738,Nigeria,9.7419,10.2843,14.769,12.994,4.631,82.381,1.827,155.89,7.79,1.83,Critical,No
S1739,Nigeria,7.9374,7.7505,23.827,24.136,6.558,111.783,1.028,204.92,10.25,2.41,Critical,No
S1740,Nigeria,8.8056,8.6156,3.671,2.595,3.385,45.389,0.817,69.59,3.48,1.13,Moderate,Borderline
S1741,Nigeria,13.5618,11.7853,14.365,20.245,3.107,61.141,2.048,155.35,7.77,2.05,Critical,No
S1742,Nigeria,6.9394,4.9219,24.433,22.959,5.581,46.606,1.81,186.83,9.34,2.44,Critical,No
S1743,Nigeria,8.4865,8.5121,14.241,3.363,4.444,86.214,1.689,133.1,6.66,1.72,Critical,No
S1744,Nigeria,11.7737,6.4559,17.276,24.105,7.411,72.149,1.928,199.59,9.98,2.47,Critical,No
S1745,Nigeria,11.6581,8.8826,13.595,23.407,7.405,78.124,2.331,201.24,10.06,2.47,Critical,No
S1746,Nigeria,7.7393,3.21,5.719,9.859,6.504,111.571,2.428,167.7,8.39,2.43,Critical,No
S1747,Nigeria,6.581,10.2763,24.741,24.168,4.807,68.464,0.33,163.85,8.19,2.47,Critical,No
S1748,Nigeria,10.2519,7.0226,18.181,24.266,7.411,55.833,1.6,188.63,9.43,2.47,Critical,No
S1750,Nigeria,6.841,11.895,12.003,21.966,3.098,48.774,0.996,128.02,6.4,2.2,Critical,No
S1751,Nigeria,14.3597,6.8269,23.932,8.979,6.248,51.324,2.127,170.54,8.53,2.39,Critical,No
S1752,Nigeria,10.6015,11.902,13.358,21.3,4.276,91.222,0.341,141.13,7.06,2.13,Critical,No
S1753,Nigeria,5.0752,8.467,23.434,16.124,4.7,40.234,1.036,147.26,7.36,2.34,Critical,No
S1755,Nigeria,9.7733,8.0573,19.923,14.895,4.154,31.936,1.305,136.2,6.81,1.99,Critical,No
S1756,Nigeria,7.3051,9.8874,17.055,12.414,2.608,118.087,1.676,157.08,7.85,2.36,Critical,No
S1757,Nigeria,10.061,10.1502,12.728,15.292,1.921,116.218,1.669,148.71,7.44,2.32,Critical,No
S1758,Nigeria,6.7883,8.3255,3.625,23.849,7.193,66.738,2.095,171.5,8.57,2.4,Critical,No
S1759,Nigeria,8.2794,10.793,22.157,10.991,3.652,109.205,1.177,157.86,7.89,2.22,Critical,No
S1760,Nigeria,8.1908,8.7586,17.31,22.63,6.402,76.858,2.007,193.44,9.67,2.26,Critical,No
S1761,Nigeria,16.2762,7.7626,19.724,17.488,7.205,60.131,2.367,193.85,9.69,2.4,Critical,No
S1762,Nigeria,7.572,7.7066,8.824,18.695,5.633,41.618,1.411,137.46,6.87,1.88,Critical,No
S1763,Nigeria,9.6298,6.1027,21.861,21.89,6.15,124.406,1.165,201.56,10.08,2.49,Critical,No
S1764,Nigeria,10.5963,11.6476,16.841,19.826,4.014,112.652,2.408,193.31,9.67,2.41,Critical,No
S1765,Nigeria,8.3536,9.6889,20.171,18.656,7.332,61.362,1.3,177.08,8.85,2.44,Critical,No
S1766,Nigeria,6.0257,5.3612,23.644,10.398,1.838,86.531,1.638,147.71,7.39,2.36,Critical,No
S1767,Nigeria,8.8548,6.4837,10.566,13.332,4.587,80.897,0.925,129.23,6.46,1.62,Critical,No
S1768,Nigeria,10.9338,8.2229,2.783,18.9,0.895,65.502,1.965,114.83,5.74,1.97,Critical,No
S1769,Nigeria,8.5091,9.3706,20.124,11.787,6.573,90.032,1.973,183.11,9.16,2.19,Critical,No
S1770,Nigeria,7.7033,9.5787,8.252,11.248,3.439,60.517,1.783,121.79,6.09,1.78,Critical,No
S1771,Kenya,-1.8078,41.1393,20.806,8.397,3.512,79.648,1.737,148.42,7.42,2.08,Critical,No
S1772,Kenya,3.5413,37.5338,13.437,15.997,4.337,89.316,1.398,151.47,7.57,1.79,Critical,No
S1773,Kenya,-2.9533,37.8979,2.363,3.227,1.255,117.614,1.319,92.97,4.65,2.35,Moderate,Borderline
S1774,Kenya,-1.6057,36.3601,24.899,15.921,5.823,57.004,0.591,155.08,7.75,2.49,Critical,No
S1775,Kenya,-0.1026,34.9153,18.844,8.994,0.803,96.41,1.075,121.09,6.05,1.93,Critical,No
S1776,Kenya,-1.8552,37.6206,8.11,15.189,3.837,74.948,1.674,135.64,6.78,1.67,Critical,No
S1777,Kenya,0.8694,37.8342,13.755,11.607,1.261,95.061,1.099,119.14,5.96,1.9,Critical,No
S1778,Kenya,-3.3224,38.1409,8.349,9.355,5.332,98.385,2.116,152.63,7.63,2.12,Critical,No
S1779,Kenya,2.7901,33.8543,23.784,19.579,5.129,99.511,0.239,165.5,8.28,2.38,Critical,No
S1780,Kenya,-1.8253,38.2196,18.582,15.774,6.817,120.288,1.011,182.49,9.12,2.41,Critical,No
S1781,Kenya,0.2564,36.4328,15.007,10.619,2.726,66.043,0.35,102.84,5.14,1.5,Critical,No
S1782,Kenya,-0.5637,38.2901,14.128,17.549,3.371,104.392,0.497,137.52,6.88,2.09,Critical,No
S1783,Kenya,0.7362,40.1661,5.498,20.27,2.544,89.531,2.177,147.85,7.39,2.18,Critical,No
S1784,Kenya,0.9911,34.8877,24.731,22.818,6.229,97.658,2.422,224.13,11.21,2.47,Critical,No
S1786,Kenya,-0.0483,30.3737,24.133,11.075,3.233,40.512,1.715,142.47,7.12,2.41,Critical,No
S1787,Kenya,-0.7513,34.8143,12.662,24.647,4.301,114.534,0.556,160.22,8.01,2.46,Critical,No
S1788,Kenya,0.1088,38.3728,16.474,18.774,1.423,90.569,1.154,139.29,6.96,1.88,Critical,No
S1789,Kenya,2.3262,41.6347,22.378,23.505,0.985,121.325,1.361,174.08,8.7,2.43,Critical,No
S1790,Kenya,-1.8541,39.5358,13.614,15.373,4.969,109.639,0.972,154.4,7.72,2.19,Critical,No
S1791,Kenya,3.1336,37.438,24.819,18.419,3.584,104.564,1.03,172.79,8.64,2.48,Critical,No
S1792,Kenya,0.9593,36.7085,19.865,24.471,5.011,74.366,1.196,175.75,8.79,2.45,Critical,No
S1793,Kenya,6.4229,37.0432,2.27,17.056,5.626,89.79,1.888,149.83,7.49,1.89,Critical,No
S1794,Kenya,-4.051,37.7598,19.585,11.602,3.16,31.874,1.748,131.15,6.56,1.96,Critical,No
S1795,Kenya,-3.8769,34.1162,15.743,17.315,5.84,84.943,0.478,148.59,7.43,1.95,Critical,No
S1796,Kenya,-3.606,38.7383,20.669,23.696,1.448,86.911,0.46,142.35,7.12,2.37,Critical,No
S1797,Kenya,2.1169,34.541,8.732,22.248,3.178,41.221,2.029,140.22,7.01,2.22,Critical,No
S1798,Kenya,-1.3709,37.7792,16.987,24.535,6.14,69.482,1.353,178.83,8.94,2.45,Critical,No
S1799,Kenya,4.3299,37.638,11.421,18.326,6.371,57.937,1.498,155.1,7.76,2.12,Critical,No
S1800,Kenya,-0.1373,40.1338,14.107,12.549,6.505,56.158,0.917,137.48,6.87,2.17,Critical,No
S1802,Kenya,4.271,40.5625,20.693,19.212,5.333,19.164,2.039,163.81,8.19,2.07,Critical,No
S1803,Kenya,0.8889,37.2842,17.382,13.412,2.507,78.174,0.948,128.53,6.43,1.74,Critical,No
S1804,Kenya,-1.6192,37.4272,20.595,19.386,6.102,102.742,1.245,186.64,9.33,2.06,Critical,No
S1805,Kenya,-2.3168,35.8265,6.16,12.459,5.927,30.752,1.091,110.87,5.54,1.98,Critical,No
S1807,Kenya,-1.3403,40.8089,10.711,23.619,6.821,43.32,2.19,175.26,8.76,2.36,Critical,No
S1808,Kenya,3.434,36.893,10.046,22.39,6.571,97.389,1.404,175.71,8.79,2.24,Critical,No
S1809,Kenya,-1.1951,32.1465,12.773,13.472,4.344,54.892,0.995,123.31,6.17,1.45,Critical,No
S1810,Kenya,4.3336,41.735,11.627,22.676,2.498,44.547,1.836,139.8,6.99,2.27,Critical,No
S1811,Kenya,5.476,31.7535,9.541,18.636,5.269,41.492,1.902,146.12,7.31,1.9,Critical,No
S1812,Kenya,1.1882,33.3638,8.961,17.418,6.967,123.356,2.113,190.81,9.54,2.47,Critical,No
S1813,Kenya,1.2076,38.9488,6.188,16.324,3.996,99.516,0.949,130.45,6.52,1.99,Critical,No
S1814,Kenya,-1.9377,40.078,2.079,2.97,6.719,93.859,2.209,136.61,6.83,2.24,Critical,No
S1815,Kenya,2.6155,37.1479,22.362,20.479,0.613,53.456,1.208,135.31,6.77,2.24,Critical,No
S1816,Kenya,-4.2821,38.5856,16.451,24.728,2.534,26.766,1.9,147.96,7.4,2.47,Critical,No
S1817,Kenya,-0.8208,37.5137,6.844,20.777,4.143,31.01,2.402,143.31,7.17,2.4,Critical,No
S1818,Kenya,-1.7604,33.3883,16.113,19.367,4.192,46.918,0.553,128.73,6.44,1.94,Critical,No
S1819,Kenya,1.5592,40.0995,8.22,13.816,7.31,65.243,2.059,160.08,8.0,2.44,Critical,No
S1820,Kenya,-3.6649,35.5232,24.508,23.233,2.073,117.523,2.117,198.65,9.93,2.45,Critical,No
S1821,Kenya,-0.8856,38.8436,15.914,21.236,1.773,57.575,1.638,141.91,7.1,2.12,Critical,No
S1822,Kenya,8.2995,40.8128,13.636,21.064,4.98,117.319,0.877,167.07,8.35,2.35,Critical,No
S1823,Kenya,-0.0476,37.846,24.483,15.813,5.754,17.31,1.473,155.34,7.77,2.45,Critical,No
S1824,Kenya,-1.497,31.7181,9.756,8.822,6.23,30.988,0.382,98.72,4.94,2.08,Moderate,Borderline
S1825,Kenya,-0.3566,38.5035,16.946,18.134,7.487,74.366,1.406,177.94,8.9,2.5,Critical,No
S1827,Kenya,6.258,41.0123,17.163,15.121,3.02,111.06,0.663,142.39,7.12,2.22,Critical,No
S1829,Kenya,-0.4074,36.8545,18.334,9.65,7.493,40.227,0.348,128.97,6.45,2.5,Critical,No
S1830,Kenya,0.7846,30.9826,19.238,12.18,3.973,124.971,2.457,188.45,9.42,2.5,Critical,No
S1831,Kenya,-5.0902,32.6728,16.306,22.082,3.908,112.626,0.465,157.18,7.86,2.25,Critical,No
S1833,Kenya,0.8094,37.0348,16.657,15.998,5.445,21.716,0.938,129.06,6.45,1.82,Critical,No
S1834,Kenya,0.3258,33.4704,17.648,18.664,4.625,99.524,1.107,165.41,8.27,1.99,Critical,No
S1835,Kenya,1.2099,39.7008,2.207,4.737,3.499,77.889,1.91,106.57,5.33,1.91,Critical,No
S1836,Kenya,-2.2327,33.3601,21.543,12.31,2.679,77.324,2.377,164.04,8.2,2.38,Critical,No
S1837,Kenya,-3.4807,36.4212,21.708,9.28,1.954,81.064,2.018,147.79,7.39,2.17,Critical,No
S1838,Kenya,-2.1518,38.9808,5.734,22.407,6.564,69.488,0.8,143.84,7.19,2.24,Critical,No
S1839,Kenya,6.4151,39.6859,19.299,22.565,7.03,54.545,1.959,191.59,9.58,2.34,Critical,No
S1840,Kenya,-4.536,35.7585,18.717,24.427,6.41,98.083,1.833,204.91,10.25,2.44,Critical,No
S1841,Kenya,-0.5367,37.6932,12.183,10.299,4.545,91.324,2.365,159.09,7.95,2.37,Critical,No
S1842,Kenya,-3.6592,30.9894,19.942,14.499,4.175,78.942,2.061,169.51,8.48,2.06,Critical,No
S1843,Kenya,3.9673,35.1221,8.111,21.496,4.818,117.09,2.16,181.37,9.07,2.34,Critical,No
S1844,Kenya,1.8353,42.1453,8.637,17.613,4.634,63.102,1.512,138.87,6.94,1.76,Critical,No
S1845,Kenya,-1.8827,39.7947,9.646,16.99,1.488,97.909,2.402,150.4,7.52,2.4,Critical,No
S1846,Kenya,-3.7301,37.2401,14.531,20.328,6.042,101.848,1.076,172.26,8.61,2.04,Critical,No
S1847,Kenya,-1.8519,39.0957,15.963,17.961,3.849,76.307,1.582,155.67,7.78,1.8,Critical,No
S1848,Kenya,2.1313,33.8325,20.21,21.413,7.095,65.834,0.635,169.58,8.48,2.36,Critical,No
S1849,Kenya,-2.5838,31.7554,15.588,13.744,5.546,67.677,1.861,159.93,8.0,1.86,Critical,No
S1850,Kenya,-0.0542,39.6624,16.701,21.417,3.774,90.73,1.838,174.45,8.72,2.14,Critical,No
S1851,Kenya,-0.8318,37.6962,3.877,9.071,5.731,71.588,1.552,123.78,6.19,1.91,Critical,No
S1852,Kenya,-0.9083,38.9815,24.364,6.771,6.368,46.93,2.436,172.22,8.61,2.44,Critical,No
S1853,Kenya,3.3635,35.9894,9.485,14.387,3.969,54.697,2.363,143.34,7.17,2.36,Critical,No
S1854,Kenya,-2.4896,35.5244,22.112,13.936,5.468,78.709,2.018,180.39,9.02,2.21,Critical,No
S1855,Kenya,4.5253,34.8135,17.731,19.867,3.043,84.363,2.391,177.05,8.85,2.39,Critical,No
S1856,Kenya,-3.3705,36.1134,17.109,16.318,2.674,94.492,0.881,140.1,7.0,1.89,Critical,No
S1857,Kenya,-6.3297,36.1512,20.61,14.302,4.609,98.868,1.114,162.38,8.12,2.06,Critical,No
S1858,Kenya,-2.6,34.7216,19.195,14.585,0.723,50.707,0.396,100.58,5.03,1.92,Critical,No
S1859,Kenya,1.7342,32.0797,16.888,13.347,6.186,28.498,2.035,153.81,7.69,2.06,Critical,No
S1860,Kenya,2.5486,34.3998,8.929,13.964,6.803,84.675,1.509,155.19,7.76,2.27,Critical,No
S1861,Kenya,1.1464,34.0279,23.132,21.485,6.569,118.404,0.491,190.21,9.51,2.37,Critical,No
S1862,Kenya,0.819,37.7274,8.487,8.737,5.936,44.081,1.454,120.73,6.04,1.98,Critical,No
S1863,Kenya,1.7606,38.3245,17.986,8.259,5.206,109.121,1.012,151.09,7.55,2.18,Critical,No
S1864,Kenya,6.5976,39.5901,23.868,17.726,7.485,74.717,1.507,193.11,9.66,2.5,Critical,No
S1865,Kenya,3.9463,36.7865,22.283,20.277,4.375,111.609,1.017,179.27,8.96,2.23,Critical,No
S1866,Kenya,1.453,35.0272,20.085,22.398,6.444,102.182,1.39,196.6,9.83,2.24,Critical,No
S1868,Kenya,3.1383,42.6643,17.606,6.5,6.618,75.128,2.466,171.7,8.59,2.47,Critical,No
S1869,Kenya,-4.1446,32.1648,15.818,2.706,4.645,104.984,2.36,157.21,7.86,2.36,Critical,No
S1870,Kenya,0.7038,38.2007,9.819,10.234,4.098,106.248,2.084,151.61,7.58,2.12,Critical,No
S1871,Kenya,7.0102,34.7374,9.601,6.6,4.895,112.835,0.904,128.25,6.41,2.26,Critical,No
S1872,Kenya,-6.8164,32.233,10.977,11.623,5.77,10.144,1.658,120.88,6.04,1.92,Critical,No
S1873,Kenya,-0.0614,33.2273,14.998,8.157,5.584,43.975,1.199,125.11,6.26,1.86,Critical,No
S1874,Kenya,2.2067,33.2549,4.633,6.449,5.349,52.592,1.895,116.76,5.84,1.9,Critical,No
S1875,Kenya,-1.3132,37.0421,23.974,2.254,5.508,82.472,1.704,156.24,7.81,2.4,Critical,No
S1876,Kenya,2.1114,35.8964,18.252,11.784,7.011,54.908,2.461,178.0,8.9,2.46,Critical,No
S1877,Kenya,-1.8426,32.0412,14.533,21.113,3.802,95.532,1.786,170.57,8.53,2.11,Critical,No
S1878,Kenya,-1.6332,40.1435,5.844,24.414,5.705,104.728,1.825,176.94,8.85,2.44,Critical,No
S1879,Kenya,-3.1809,34.8,15.321,11.183,4.41,43.131,1.905,137.76,6.89,1.91,Critical,No
S1880,Kenya,2.7299,38.9658,23.378,12.933,6.213,100.395,2.459,203.38,10.17,2.46,Critical,No
S1881,Kenya,-2.405,31.6353,9.862,23.001,5.565,106.455,1.318,171.77,8.59,2.3,Critical,No
S1882,Kenya,-0.2294,40.7822,22.948,21.359,6.339,49.137,1.484,180.21,9.01,2.29,Critical,No
S1883,Kenya,0.6385,35.2911,20.172,20.931,5.394,91.917,2.052,195.97,9.8,2.09,Critical,No
S1884,Kenya,1.5198,37.732,8.185,11.717,6.747,115.814,1.56,162.31,8.12,2.32,Critical,No
S1885,Kenya,-4.8218,33.4625,15.337,16.524,1.545,77.109,2.191,148.69,7.43,2.19,Critical,No
S1886,Kenya,1.0324,38.8708,17.398,2.417,4.632,123.662,1.926,158.49,7.92,2.47,Critical,No
S1887,Kenya,-3.4619,33.2506,19.879,16.801,1.765,87.875,1.357,147.42,7.37,1.99,Critical,No
S1888,Kenya,0.5319,36.9968,16.326,6.524,6.575,91.835,2.494,176.15,8.81,2.49,Critical,No
S1889,Kenya,1.2325,41.2345,24.59,24.975,3.443,100.444,0.801,178.28,8.91,2.5,Critical,No
S1890,Kenya,1.434,35.9873,10.599,12.523,7.197,22.615,1.891,141.09,7.05,2.4,Critical,No
S1891,Bangladesh,22.8438,90.5011,22.575,24.753,4.217,103.407,1.334,190.81,9.54,2.48,Critical,No
S1892,Bangladesh,30.3819,84.4637,5.597,8.34,3.53,21.805,1.678,93.69,4.68,1.68,Moderate,Borderline
S1893,Bangladesh,22.9551,90.5771,11.556,9.979,7.42,103.06,2.245,178.66,8.93,2.47,Critical,No
S1894,Bangladesh,25.4776,90.9835,10.916,24.492,3.841,74.368,1.404,154.25,7.71,2.45,Critical,No
S1895,Bangladesh,27.2902,92.0643,22.857,21.989,4.579,78.633,1.072,173.11,8.66,2.29,Critical,No
S1896,Bangladesh,25.1011,90.8394,20.713,9.297,4.422,46.437,2.051,149.09,7.45,2.07,Critical,No
S1897,Bangladesh,22.2465,94.0147,17.473,11.332,3.532,117.024,0.323,134.43,6.72,2.34,Critical,No
S1898,Bangladesh,22.7996,89.2742,14.604,17.829,4.127,110.251,0.945,155.38,7.77,2.21,Critical,No
S1899,Bangladesh,23.6971,86.6344,10.651,11.757,2.541,31.73,0.532,85.09,4.25,1.18,Moderate,Borderline
S1900,Bangladesh,22.3105,97.0797,15.127,12.168,4.078,117.9,2.156,172.06,8.6,2.36,Critical,No
S1901,Bangladesh,27.1612,92.4824,5.17,20.563,6.908,120.392,0.472,155.12,7.76,2.41,Critical,No
S1902,Bangladesh,19.1303,83.535,14.807,14.106,7.005,77.99,2.004,175.8,8.79,2.33,Critical,No
S1903,Bangladesh,23.1387,88.5443,10.227,12.451,7.268,118.765,2.037,182.06,9.1,2.42,Critical,No
S1904,Bangladesh,26.695,88.6364,23.392,8.154,1.807,83.98,2.355,155.83,7.79,2.35,Critical,No
S1906,Bangladesh,26.7236,90.0522,10.711,18.096,3.168,92.782,1.219,140.23,7.01,1.86,Critical,No
